sku,account,price,competitor_price,quantity
1,1,56.82341393721868,42.49175617092123,37
1,1,65.40735791916109,37.07535564462075,35
1,1,58.05015653491846,36.08657436694462,42
1,1,64.8697418871419,36.13127247200899,39
1,1,57.04815753121726,42.04609561233554,35
1,1,63.857393929564516,40.82682132130964,36
1,1,67.19443132022325,42.19752136094099,34
1,1,77.56537328378498,36.152845908393545,35
1,1,67.60598848521252,42.164895782367125,23
1,1,56.94078673556542,41.63464968845902,39
1,1,60.24141912174081,34.71262350747738,33
1,1,65.43677825115908,35.96381682811259,31
1,1,48.9482324556228,41.0405792816733,43
1,1,68.9251044575007,28.335290073806462,36
1,1,58.66044949342456,42.68410823247644,29
1,1,67.30237451217718,37.90287228225847,42
1,1,61.9934656571243,40.034488954725425,33
1,1,74.0876720380546,31.048894518755088,29
1,1,58.269729487860275,34.077607546330455,43
1,1,61.3260496693402,41.991531263381276,35
1,1,64.47452267506218,38.56830432034104,43
1,1,57.3217380175921,48.29993897945896,42
1,1,68.51652137287032,40.426211042409456,42
1,1,72.23088558205163,42.453114912693984,38
1,1,59.938469357927005,46.55223454278115,36
1,1,59.323422446025106,37.69621322255172,41
1,1,64.89520511683288,38.324765939675416,40
1,1,67.89052950586222,41.74178517954042,43
1,1,53.76664235293063,37.34679425156837,49
1,1,47.57186652324387,37.38073039089018,48
1,1,55.98178781592288,33.92712817803629,35
1,1,62.693257267335156,39.16881222342217,30
1,1,67.33140976091774,39.56122075057365,38
1,1,69.68892120458852,39.23998967163705,27
1,1,59.11551007108909,44.58541983579797,39
1,1,68.51324189776815,37.33750381346396,28
1,1,71.48114428748508,44.813865540838094,42
1,1,65.15448983343785,38.937939922837,38
1,1,53.21362614377594,38.935937764759856,40
1,1,63.46071471714643,39.042113633479,38
1,1,78.05773123980988,38.29121733080902,40
1,1,66.51159472049709,35.62162464513204,41
1,1,67.62946110285316,31.314077870677906,29
1,1,54.38254004875511,33.38058658482634,41
1,1,80.5944867554026,46.38330005188858,40
1,1,63.19743188386594,36.23620973046489,36
1,1,55.209059794735765,47.01165304269955,28
1,1,61.70380737571026,32.435187900506094,42
1,1,61.57254667976435,38.79540830301637,42
1,1,56.78397354337248,35.11566063516989,34
1,1,66.58893896826818,38.263053275940315,33
1,1,63.563738965418224,37.467892624949286,35
1,1,63.364345169922075,36.59870381422861,28
1,1,64.8894069067317,37.65809666071006,43
1,1,55.764354977635904,40.47507292755812,43
1,1,62.763002352834555,39.88015590905722,35
1,1,70.04804649496917,38.877429547736426,35
1,1,76.58200670542875,44.33868104430133,34
1,1,77.68973066490105,39.24718416943861,35
1,1,70.81586410683362,31.732648757318522,33
1,1,69.29406484494264,32.172493525367514,41
1,1,71.51943737478413,38.18929493788189,28
1,1,63.729145530846374,34.40832095158723,39
1,1,69.0322964416961,36.52686440717321,39
1,1,56.265525114779585,41.20740338424441,36
1,1,57.72903151789132,37.246981019758834,32
1,1,66.50599341187201,35.10131023385653,32
1,1,56.53659621364666,35.11101806084918,38
1,1,65.92394700756907,35.44883836677151,43
1,1,68.35025854201677,34.27624885645062,41
1,1,66.3016165808033,40.982866400880596,40
1,1,66.71701024582278,36.379258081217465,45
1,1,62.387782985914,28.89687605874859,45
1,1,65.34551732458294,41.92446995797685,33
1,1,60.54187022248668,40.33696163667464,38
1,1,76.58661244893335,43.96545086671171,39
1,1,63.33607160184373,36.753735976330034,29
1,1,59.57379424181329,39.00334369028343,32
1,1,72.49252258269975,41.54101672837433,45
1,1,61.3037943463753,35.180163047170566,45
1,1,63.17996755371521,46.6180404802725,51
1,1,64.67690046410293,43.06081898981697,49
1,1,61.29992292238795,33.78060110044409,41
1,1,63.00753093221097,35.91823327039402,40
1,1,63.48815011674142,40.51749819163938,36
1,1,51.99588063895838,45.570932516224275,50
1,1,63.60665822417793,41.193615164491845,30
1,1,53.79453220237113,37.37400537407751,30
1,1,69.9916363180148,37.77537455845306,37
1,1,56.245606757654684,50.02330390615887,36
1,1,58.95383280445465,41.66265276145125,36
1,1,63.24394509284961,37.972717909610836,39
1,1,68.99706428757987,44.56044744800649,39
1,1,66.08169881269198,38.8935199446974,25
1,1,84.66701180402708,37.475079242022744,33
1,1,63.65027239509338,38.64618394370949,35
1,1,60.23291063785213,40.76915778026578,39
1,1,55.46687245822105,37.613411634352346,42
1,1,58.431742520748884,37.60184880505616,41
1,1,61.36010310769491,39.253442390645525,51
2,1,65.91701993560135,57.33370903209229,43
2,1,67.48140085523502,44.42625693836264,32
2,1,61.50968400585192,65.94651401930594,42
2,1,71.90889595517783,60.28665894692702,32
2,1,64.6488798187105,55.89560751466451,46
2,1,69.17735930106575,59.11319589802877,49
2,1,63.94846655981108,71.57968551653259,49
2,1,66.99542297648516,56.72200318015841,37
2,1,73.70015441926124,62.581439804901834,35
2,1,81.6621965741242,51.93749924511994,38
2,1,63.29489232805728,69.02736208194167,42
2,1,80.20928547142377,61.118824474933426,39
2,1,71.95596736757523,72.84492700369287,45
2,1,70.79241149441403,58.023724579266606,44
2,1,69.46466961448951,60.45616337844196,32
2,1,67.61604825343628,56.056092059761376,33
2,1,66.03344384386095,64.70919820609438,34
2,1,62.731932159478504,56.524550020241115,44
2,1,62.22321660852986,53.346296057604164,40
2,1,84.96720960574255,61.053320412559835,42
2,1,58.36658597942474,65.44409049999322,39
2,1,62.11380401642001,69.99251976740977,35
2,1,63.62410106717755,47.76367009586796,42
2,1,63.115129189600225,57.71738320311442,42
2,1,72.81297533088237,54.27376635077398,35
2,1,60.500098563367025,67.45684642235273,58
2,1,65.38841285140539,60.30247598440664,28
2,1,66.12606781592852,65.425020820427,52
2,1,70.74792117198612,49.29275326885006,40
2,1,73.24714113107427,62.05684700186426,42
2,1,73.65621788043197,60.19289975738322,32
2,1,81.20035636511106,62.91250524700178,38
2,1,63.607684712087185,66.51896430645786,41
2,1,77.92179949574859,59.995254411386085,42
2,1,77.60123212007703,60.03788281203765,40
2,1,62.54569463317722,72.65190703736518,46
2,1,65.62491569513443,55.753262886498526,36
2,1,68.00605303106393,61.53800309949289,35
2,1,66.38765937837367,67.55429673034195,46
2,1,55.73528718168933,61.98521152232012,33
2,1,66.557303774554,58.89386837671446,27
2,1,75.41645700765764,68.35079505263376,41
2,1,77.71004037062025,55.09921239797053,37
2,1,60.9169005658247,62.58551110810037,45
2,1,73.49643927112244,58.63544342593771,44
2,1,75.73495720137835,63.99309283598607,40
2,1,72.39132672827233,58.143429138467255,44
2,1,80.71261465570039,60.78772170508361,40
2,1,70.4982973852908,60.52984652841582,35
2,1,74.59875888744212,63.3717069087698,26
2,1,63.13915841500801,63.39477940848155,39
2,1,65.95509117495871,60.35398600515495,36
2,1,76.88526259912692,52.90040775930218,28
2,1,69.73438065332151,49.58315703008299,27
2,1,77.03729564081893,59.315265906927294,25
2,1,79.68559511452465,61.79805624393802,32
2,1,50.83959169093082,69.40191538248644,46
2,1,66.51809345093532,64.60607283481059,40
2,1,65.46906492047496,57.35970382335206,34
2,1,72.89527475259517,60.13389864354391,35
2,1,54.62011926183614,51.9265365257901,39
2,1,57.57033216092212,61.62583050434481,46
2,1,76.4726918590161,63.1111547545275,30
2,1,61.3585249153063,57.05324236411826,37
2,1,68.55729469563614,51.28363276436209,45
2,1,67.15205146545824,58.02389268208829,38
2,1,80.70777008232015,52.982851046219835,33
2,1,51.49045004742525,61.04251785277076,47
2,1,67.62237274110706,58.92764392953411,32
2,1,75.59700099550113,61.17129256851384,37
2,1,73.00225489337318,51.512367215298156,42
2,1,65.85618884818729,64.1860173133504,43
2,1,64.56043755776155,54.23252957989269,32
2,1,68.7747312095942,40.23254003697738,34
2,1,74.81296245806112,59.46470013952291,41
2,1,71.39325339895363,58.73855959690198,33
2,1,65.54017097547103,56.57099559216554,35
2,1,86.36876830174612,64.74158705965692,28
2,1,78.55003552628506,47.308634496344034,27
2,1,59.28151142257164,56.93311062668465,46
2,1,67.05523106199625,71.36178535637058,32
2,1,51.86368795171417,64.72935131811738,47
2,1,56.795343080265766,62.60641205876207,44
2,1,65.50852334400571,67.137210330224,37
2,1,61.66153986013651,61.19820330407907,44
2,1,71.17892656427065,58.14515660337747,46
2,1,59.07116791163448,51.68638551344845,37
2,1,67.49615900791731,53.309432626583806,35
2,1,69.21808846359157,56.569522523474504,29
2,1,68.30335545837904,61.44511232799715,43
2,1,95.86494080535809,55.23912076385568,28
2,1,61.26940478127425,58.68207129696268,39
2,1,71.09349300635965,60.166535013438846,42
2,1,73.3320614641086,65.07407099569132,32
2,1,67.00412190115006,56.2824388053932,44
2,1,64.50368690826612,72.68641156024445,51
2,1,67.91632480426907,51.881900656610945,41
2,1,61.528914528802495,59.15281826721452,43
2,1,75.27207455399711,61.278647099883734,33
2,1,65.2038924644133,57.42085424506952,36
3,1,93.68777865332203,76.57403102031756,36
3,1,73.5045503569627,73.06045232827502,40
3,1,76.036402265209,82.41491689201318,44
3,1,82.75328347474296,70.11768150163068,38
3,1,78.46663942717173,73.07309658452749,44
3,1,90.70104603238534,78.0207667299198,36
3,1,89.96933050926971,89.55080778803246,48
3,1,59.34633101473065,80.32445571243572,49
3,1,95.28317825226677,78.26772136305958,45
3,1,85.01248121768154,80.37078203380722,37
3,1,66.56629820441364,90.29536700159652,44
3,1,94.96986829804707,74.42285520308837,36
3,1,90.81848285736672,95.26967496226209,39
3,1,65.23465477448774,78.59864180460045,44
3,1,76.28370829559529,68.38893249363481,40
3,1,83.99275603738762,76.0392422527371,42
3,1,87.72779825448178,76.02325976078319,43
3,1,95.91221086897394,81.819785091075,38
3,1,84.33524199532593,77.41410537582772,32
3,1,91.04755432717138,86.688915623807,39
3,1,94.96019031155029,81.68641648009763,38
3,1,88.30442334484026,82.52530804783922,37
3,1,98.36987522552272,62.074294499637034,38
3,1,96.97186062070482,82.40317773687237,34
3,1,62.13205571532394,79.20142701958339,43
3,1,89.76119103953484,69.32795993786343,25
3,1,71.587919925352,79.15062808402976,23
3,1,82.44060233201348,82.0119236503599,49
3,1,97.89353499158693,91.62741720126841,37
3,1,99.88667183222869,90.02161014431643,30
3,1,81.2001812457454,94.96056302833706,43
3,1,81.0202322160724,82.23512137337022,35
3,1,86.63766797593125,81.56923494759873,37
3,1,88.7421589884358,62.4775072348456,34
3,1,98.6062025145958,67.51258365775823,27
3,1,74.33877754467686,77.02688291115835,35
3,1,97.34789435999068,69.3066880163338,28
3,1,83.60965024919474,86.71747793925655,44
3,1,87.53132279384934,84.53319809550487,40
3,1,85.56580250324703,78.50991955433753,34
3,1,109.20113085628505,78.49079577522278,34
3,1,92.67440410111263,66.20620075765565,31
3,1,74.11256828633545,73.04224885554883,45
3,1,81.63904370200214,82.1799340991767,31
3,1,76.38612008696465,79.36810485522477,44
3,1,102.27508685885347,76.7467277195568,31
3,1,97.95713341089309,76.32668666243447,39
3,1,91.83106362402036,84.51044875646441,40
3,1,79.50828900095414,75.21421848589097,52
3,1,85.8429347802156,72.40441261214976,34
3,1,99.16759474973705,71.60387794896718,29
3,1,82.87360208538234,92.38837607938574,43
3,1,92.10357440502055,75.53398944747329,36
3,1,80.9785487242366,82.26909272660941,42
3,1,104.3169194052257,72.04802464749244,29
3,1,76.13316698077149,96.99652999699529,55
3,1,82.76459955882619,90.67583729609953,50
3,1,90.4610044147672,77.521674311713,35
3,1,71.50417729473105,85.6775107202664,51
3,1,85.67329025749508,67.47955555711944,32
3,1,92.82086563690088,74.34526693625715,36
3,1,87.68165121727293,78.55030426692595,21
3,1,89.3170910078908,60.0157842631974,37
3,1,107.75836249951283,72.44535831144631,23
3,1,95.58487154580064,67.27106104025736,34
3,1,83.55414789461697,98.42909255999763,43
3,1,83.31837519817363,82.7155610288672,48
3,1,108.28275263154254,80.63586950614463,24
3,1,84.65849274619865,88.40322888344463,42
3,1,98.92125592599004,77.2718841365006,28
3,1,90.4698718083253,86.77285319200665,35
3,1,82.56670492939584,78.01833857214643,39
3,1,85.7561913687707,95.23132636582946,40
3,1,94.44260958382745,84.68043417967118,35
3,1,83.84567175131964,68.46577931819019,29
3,1,78.03720449548554,79.09783228959321,39
3,1,75.13620991783479,71.19416930137481,42
3,1,92.01416127988489,89.96843835179246,47
3,1,76.2970746675262,79.98606258998846,36
3,1,79.03014594538242,76.90200190909339,37
3,1,85.7793885122669,68.83468330223663,30
3,1,86.25389783009483,61.83161052478155,36
3,1,84.73813156004333,81.99448024284648,45
3,1,99.81248330980361,88.8371928464803,40
3,1,100.39997332921554,90.87524072578435,32
3,1,88.87357282198964,76.60350343885071,37
3,1,106.45307888569347,62.95053126298431,24
3,1,89.46208644159829,85.76402390405143,41
3,1,84.18388752443035,77.02636515890958,34
3,1,93.34005630615803,81.05519823037992,40
3,1,93.5234247845836,81.27758452268235,26
3,1,92.89617146804736,94.25650275981037,34
3,1,81.15227054402709,75.5055997515384,38
3,1,84.70946584622291,79.24350278697585,45
3,1,94.80701800567707,78.29299553389191,39
3,1,75.57921342692634,80.71533516328441,42
3,1,69.16199638157016,93.31610059955312,41
3,1,85.21422047619089,78.15465396496825,45
3,1,72.19940772677838,87.30489245953932,38
3,1,96.81676976826468,84.96982989034983,38
4,1,104.5956386565397,111.3787974133807,34
4,1,90.67315515947459,105.36753338829922,46
4,1,107.02939697509821,109.69069198226538,37
4,1,123.44415760715911,89.2584221737478,27
4,1,92.48379752017789,94.65894100740414,38
4,1,97.39325802626372,77.66390073379345,32
4,1,103.65646279365268,69.79382494791683,31
4,1,81.99182366370154,121.90904197225136,35
4,1,112.85551742570082,98.56066566636129,38
4,1,100.93126187605928,102.72073173163146,34
4,1,104.19217598750718,107.23187300759513,28
4,1,112.13334875263676,99.59583846821337,28
4,1,86.90466614512562,121.47203415602596,55
4,1,113.39668954549727,90.9689660405997,34
4,1,107.24279120949359,111.51968406809914,38
4,1,78.81610366261758,100.6167196814449,43
4,1,93.811083620328,93.36516764964534,42
4,1,99.05365813416711,90.45115766549436,43
4,1,107.31176657799317,101.02949184441624,36
4,1,116.7723753832553,112.99439025003036,30
4,1,116.36168957078664,107.6454786479623,27
4,1,84.42630979634998,114.55670336010917,48
4,1,103.94245675034863,92.22178966355395,32
4,1,100.4916271766355,103.73715253341076,39
4,1,132.00197535157483,102.63733429945985,33
4,1,107.10370959612035,105.581858132437,38
4,1,108.3559764769008,121.0264738714742,33
4,1,123.52503995014209,94.19315197089875,32
4,1,103.87898976010901,98.7415440487542,26
4,1,83.04980691414913,121.72431485041969,48
4,1,105.06091652563077,93.05658740129505,35
4,1,85.07521833449799,100.64234525791109,35
4,1,118.66502149195703,96.2063281888576,34
4,1,95.84827669853998,96.33594214531503,39
4,1,92.9743791218909,117.19517155275952,43
4,1,129.86025444543492,89.12073741543891,28
4,1,88.29320620853031,103.8188199376648,40
4,1,80.67661594978733,80.7736388526016,49
4,1,117.42220157399284,115.56140795182384,39
4,1,97.28170414837331,101.79398531584609,33
4,1,102.55199458548226,108.68103286109168,32
4,1,60.12050669743072,107.62898030690842,57
4,1,110.83239362511762,107.96106325565405,33
4,1,112.90232230669173,100.61862195713813,28
4,1,101.22298230667647,99.1598819486163,29
4,1,98.35168541703055,108.41154385448466,35
4,1,125.68536272446454,111.12323867102779,25
4,1,98.99728128389913,98.53692813115212,36
4,1,115.38460618686963,94.2396854923465,32
4,1,102.87359352914667,111.51114612697764,28
4,1,109.79179542866478,106.68813955986202,33
4,1,123.26546597538977,108.2566251788924,31
4,1,99.64550459587562,104.60704648427128,34
4,1,105.91790492517138,112.95793137338282,46
4,1,97.65354924070212,90.63015423437544,31
4,1,106.4177067255531,82.73527963078988,27
4,1,113.6128412584962,105.63478605457493,34
4,1,113.92047492620391,112.09188831651291,35
4,1,98.72740745555782,90.8923867920174,32
4,1,78.97362890501971,106.87988108903494,46
4,1,109.81014546713774,101.4824927698342,32
4,1,96.43764489533785,98.49435495571953,33
4,1,90.60611917137095,87.77797819581713,45
4,1,92.05260528798465,87.59204313468433,25
4,1,85.6568760289478,111.87397834931772,39
4,1,94.86058845208072,95.89199810195517,43
4,1,106.32867464877576,82.11503824281877,27
4,1,78.25232225675617,111.45363636748814,39
4,1,100.27052732657756,100.01478566725362,32
4,1,111.1726463810133,116.2355540098853,37
4,1,99.33448942741941,101.88151947316138,49
4,1,97.74078297450846,118.5230939303626,44
4,1,99.50439352880066,97.00330624883769,38
4,1,82.7291631188532,98.1631628253454,39
4,1,104.73351895246982,101.49009039773883,32
4,1,81.19384455413913,115.00830976834929,45
4,1,90.78897461077418,85.68285964943243,38
4,1,86.01574331373176,98.8211111407895,29
4,1,84.79514846663577,101.33979867863083,35
4,1,103.7696440581576,94.8773984083496,35
4,1,100.76348992970001,109.26196985203812,47
4,1,111.35642110930999,101.54012899570392,34
4,1,119.76363109166878,109.98527289984574,39
4,1,96.59061962599928,95.49832125931063,35
4,1,90.44944170661596,102.97460720123206,43
4,1,112.66502918888393,95.39187020550324,28
4,1,108.99914912793156,101.50463567195763,28
4,1,111.23009850423531,100.61767943089792,39
4,1,110.87129842879864,87.31676410259021,28
4,1,84.04108573003035,101.51126659847185,33
4,1,107.9539548820581,105.03401168509623,40
4,1,109.19969179946176,101.98697786595874,31
4,1,114.03583770830514,82.964957973537,32
4,1,99.97599946763295,95.44162656948033,47
4,1,104.32736632797344,102.68447807545458,29
4,1,103.64674731323846,116.5304976447812,36
4,1,104.68986629187508,114.16578803765356,39
4,1,101.62522543268256,120.61497922462226,38
